,answer,n_tries,last_n_choices,won,difficulty_level
130,alias,4.4,2.49,0.98,medium
6341,wings,4.4,16.74,0.95,medium
3292,locks,4.4,9.35,0.96,medium
5291,sonya,4.4,2.24,0.98,medium
5299,sorts,4.4,69.64,0.98,medium
1224,crabs,4.4,7.54,0.93,medium
5273,softy,4.4,1.71,0.97,medium
2408,grids,4.4,1.97,0.98,medium
4298,polyp,4.4,1.87,0.99,medium
4667,rings,4.4,5.77,0.95,medium
585,blimp,4.4,1.38,0.99,medium
6066,valid,4.4,1.46,0.98,medium
3854,nisei,4.4,1.58,0.99,medium
1778,emote,4.4,2.61,1.0,medium
1534,dolby,4.4,1.62,0.96,medium
1480,dildo,4.4,2.01,1.0,medium
525,bhaji,4.4,2.52,0.99,medium
2102,fossa,4.4,1.5,0.99,medium
4583,reese,4.4,2.45,0.99,medium
2903,jilin,4.4,1.4,1.0,medium
5083,sides,4.4,9.87,0.93,medium
5980,twink,4.4,1.09,0.99,medium
461,bedim,4.4,2.71,1.0,medium
4374,prods,4.4,1.68,0.92,medium
2292,gizmo,4.4,1.82,1.0,medium
1061,clash,4.4,1.61,0.99,medium
3907,nunki,4.4,2.13,1.0,medium
5122,sivan,4.4,1.37,0.99,medium
6202,waken,4.4,4.55,0.98,medium
423,basis,4.4,5.29,0.97,medium
2976,kasai,4.4,1.92,0.98,medium
1399,debra,4.4,1.66,0.98,medium
4633,rhine,4.4,1.7,1.0,medium
2685,horde,4.4,1.47,0.96,medium
361,baden,4.4,3.88,0.98,medium
6228,washy,4.4,1.54,0.99,medium
6251,weedy,4.4,3.13,0.99,medium
4783,runty,4.4,1.62,0.97,medium
4709,roget,4.4,1.4,0.98,medium
4203,pilaf,4.4,1.47,0.98,medium
4204,piled,4.4,76.68,0.94,medium
793,bunin,4.4,1.81,1.0,medium
5384,spume,4.4,1.29,0.98,medium
4934,seamy,4.4,1.36,0.97,medium
3592,might,4.4,7.78,0.91,medium
348,ayala,4.4,1.78,1.0,medium
30,achoo,4.4,1.58,0.98,medium
6356,witty,4.41,9.07,0.9,medium
2602,herzl,4.41,1.28,0.98,medium
4194,picot,4.41,1.58,1.0,medium
296,aster,4.41,2.36,0.98,medium
4937,seats,4.41,8.97,0.95,medium
5287,sonia,4.41,1.81,0.97,medium
2186,gabon,4.41,3.01,0.99,medium
1131,cohan,4.41,1.43,1.0,medium
1135,coils,4.41,5.77,0.96,medium
5225,smuts,4.41,1.4,0.98,medium
1396,debar,4.41,2.06,0.99,medium
4750,rowdy,4.41,5.8,1.0,medium
1808,erica,4.41,1.67,1.0,medium
391,bands,4.41,7.07,0.94,medium
5436,stein,4.41,1.4,1.0,medium
433,batik,4.41,1.53,0.98,medium
644,bonds,4.41,6.7,0.96,medium
2542,hausa,4.41,1.32,1.0,medium
5676,tells,4.41,16.18,0.91,medium
2286,girth,4.41,2.45,0.92,medium
1057,claps,4.41,11.08,0.91,medium
6099,venue,4.41,1.64,1.0,medium
2943,judea,4.41,1.78,1.0,medium
2371,gouda,4.41,1.74,0.98,medium
2390,graph,4.41,2.11,0.98,medium
1360,darcy,4.41,1.62,1.0,medium
5807,toils,4.41,4.06,0.97,medium
1860,exons,4.41,2.87,0.98,medium
4578,reeds,4.41,6.76,0.92,medium
568,blame,4.41,3.41,0.98,medium
3845,nimbi,4.41,2.14,1.0,medium
3893,novel,4.41,4.19,0.99,medium
3895,noyce,4.41,1.59,0.99,medium
2812,inuit,4.41,1.22,0.99,medium
4007,ouija,4.41,1.56,0.99,medium
5608,talon,4.41,1.78,0.99,medium
998,chimu,4.41,1.54,0.94,medium
959,champ,4.41,1.55,1.0,medium
3486,masai,4.41,1.63,1.0,medium
6319,wield,4.41,1.69,0.97,medium
3273,liver,4.41,6.9,0.95,medium
6353,wispy,4.41,1.79,0.97,medium
1675,dvina,4.41,2.06,0.99,medium
6307,whops,4.41,1.66,0.97,medium
4768,rugby,4.42,1.56,0.92,medium
3880,norad,4.42,1.61,0.97,medium
2810,inter,4.42,1.7,0.96,medium
1055,clank,4.42,3.81,1.0,medium
5203,slurp,4.42,1.7,0.99,medium
1039,circa,4.42,1.48,0.99,medium
2955,junco,4.42,2.04,1.0,medium
5973,twerk,4.42,1.54,0.99,medium
6187,wadis,4.42,1.4,0.95,medium
5514,sulla,4.42,2.37,0.98,medium
1065,claws,4.42,6.1,0.96,medium
2679,hoops,4.42,5.32,0.95,medium
5855,tower,4.42,8.46,0.91,medium
3770,nacho,4.42,2.11,1.0,medium
4797,sabin,4.42,1.25,0.99,medium
1596,drawl,4.42,2.62,0.97,medium
3798,nauru,4.42,1.6,0.99,medium
4784,rupee,4.42,1.45,1.0,medium
1789,enron,4.42,1.66,0.99,medium
5316,spahn,4.42,1.55,0.99,medium
5364,splay,4.42,1.76,1.0,medium
811,burro,4.42,1.73,1.0,medium
4736,rotas,4.42,2.16,0.98,medium
4706,rodeo,4.42,2.75,0.99,medium
3573,metro,4.42,1.42,0.99,medium
4843,sands,4.42,5.83,0.98,medium
4877,saxon,4.42,3.97,0.97,medium
6447,yeahs,4.42,2.05,0.96,medium
843,cacti,4.42,1.91,1.0,medium
2589,helve,4.42,2.11,0.99,medium
4931,scurf,4.42,1.58,0.99,medium
4023,ovoid,4.42,2.95,1.0,medium
1293,cuban,4.42,1.32,1.0,medium
6370,woods,4.42,7.17,0.97,medium
4018,ovary,4.42,1.98,0.99,medium
6059,uzbek,4.42,1.9,1.0,medium
5284,somme,4.42,1.23,1.0,medium
3513,mayor,4.42,2.5,0.96,medium
300,aswan,4.42,1.45,0.99,medium
309,attar,4.42,1.3,1.0,medium
885,cantu,4.42,1.51,0.98,medium
1762,elvin,4.42,1.82,1.0,medium
1365,darin,4.42,1.99,0.97,medium
4596,relax,4.42,3.04,0.99,medium
1002,chino,4.42,1.59,0.97,medium
549,bioko,4.42,1.65,0.99,medium
4599,remap,4.42,2.14,0.98,medium
5224,smurf,4.43,1.55,1.0,medium
6344,wiped,4.43,7.76,0.93,medium
1809,erich,4.43,1.46,0.98,medium
244,arced,4.43,1.64,1.0,medium
4187,phone,4.43,1.38,1.0,medium
3925,oboes,4.43,1.75,0.97,medium
4540,rasta,4.43,1.43,0.99,medium
2153,frump,4.43,1.82,1.0,medium
250,argon,4.43,1.59,1.0,medium
5748,thule,4.43,2.09,0.99,medium
73,afaik,4.43,1.31,0.99,medium
2425,groom,4.43,2.2,1.0,medium
204,anime,4.43,1.4,1.0,medium
398,bantu,4.43,1.9,0.99,medium
3147,lawns,4.43,3.12,0.95,medium
4022,overt,4.43,1.45,0.99,medium
3383,luria,4.43,1.51,0.99,medium
4824,sakai,4.43,1.71,1.0,medium
5955,turfy,4.43,1.26,0.97,medium
2443,guava,4.43,1.51,1.0,medium
1770,emend,4.43,1.28,1.0,medium
4653,rigel,4.43,2.7,0.98,medium
1883,fairs,4.43,5.72,0.95,medium
5107,singe,4.43,1.32,1.0,medium
1408,decks,4.43,8.68,1.0,medium
1410,decoy,4.43,1.68,0.97,medium
2934,joust,4.43,1.41,1.0,medium
1474,diets,4.43,1.52,0.95,medium
4610,repel,4.43,2.33,0.97,medium
4342,prado,4.43,1.85,0.98,medium
5473,stout,4.43,5.77,0.98,medium
3108,lanai,4.43,1.98,0.98,medium
3827,newer,4.43,7.79,0.98,medium
1324,cutey,4.43,1.34,0.96,medium
6076,vapor,4.43,2.89,0.95,medium
6090,velar,4.43,1.47,0.99,medium
4402,pudgy,4.43,1.99,0.98,medium
2820,iqbal,4.43,1.38,1.0,medium
1068,cleat,4.43,1.8,0.96,medium
615,blurs,4.43,1.94,1.0,medium
759,bruce,4.43,1.64,0.99,medium
593,bloat,4.43,1.36,0.99,medium
2755,icily,4.43,1.8,1.0,medium
4260,plied,4.43,1.41,0.97,medium
5863,tract,4.43,2.42,0.96,medium
4959,semen,4.43,1.12,1.0,medium
6509,zosma,4.44,1.54,1.0,medium
112,akkad,4.44,1.7,1.0,medium
83,agate,4.44,2.0,0.99,medium
860,calif,4.44,1.77,0.98,medium
2686,horne,4.44,1.42,1.0,medium
1090,clonk,4.44,1.51,1.0,medium
5950,tuple,4.44,1.58,0.99,medium
824,butte,4.44,1.54,1.0,medium
1725,efren,4.44,1.41,1.0,medium
3245,limns,4.44,1.63,1.0,medium
1803,equiv,4.44,1.5,1.0,medium
1546,donne,4.44,1.8,1.0,medium
314,audra,4.44,1.53,1.0,medium
4196,piers,4.44,2.04,0.97,medium
5753,thyme,4.44,1.45,1.0,medium
2828,irvin,4.44,1.67,1.0,medium
541,bilge,4.44,1.94,0.99,medium
5373,spoor,4.44,1.44,0.98,medium
3373,lumpy,4.44,1.82,0.97,medium
349,ayers,4.44,1.43,0.94,medium
4679,ritzy,4.44,1.42,1.0,medium
5199,slump,4.44,1.48,0.99,medium
218,anted,4.44,1.35,1.0,medium
5318,spake,4.44,8.14,0.96,medium
3778,naifs,4.44,1.58,0.99,medium
3861,nobel,4.44,1.32,0.98,medium
5238,sneak,4.44,1.34,1.0,medium
5242,snide,4.44,1.59,0.97,medium
2049,flory,4.44,1.32,0.99,medium
388,balsa,4.44,2.07,1.0,medium
5429,steak,4.44,4.63,0.97,medium
5432,steed,4.44,70.33,0.98,medium
5907,trope,4.44,2.95,0.96,medium
5592,tacos,4.44,1.72,0.98,medium
4144,pekoe,4.44,1.65,0.96,medium
2086,fools,4.44,6.82,1.0,medium
2061,fluky,4.44,2.4,0.99,medium
4295,polka,4.44,1.4,0.99,medium
4242,plane,4.44,4.72,0.98,medium
3558,merck,4.44,1.5,0.99,medium
336,award,4.44,1.38,0.98,medium
329,avila,4.44,1.9,0.99,medium
2731,hurst,4.44,1.61,0.99,medium
5469,stork,4.44,4.85,0.96,medium
3531,meaty,4.44,1.76,0.99,medium
3162,leans,4.44,70.22,0.95,medium
5149,skulk,4.44,2.91,0.99,medium
4962,senna,4.44,2.22,0.98,medium
1621,drown,4.44,2.78,0.94,medium
1595,drape,4.44,1.79,0.98,medium
873,canad,4.44,1.75,0.98,medium
4772,ruler,4.45,7.28,0.96,medium
227,aorta,4.45,2.12,0.97,medium
4270,plugs,4.45,1.66,1.0,medium
5670,teddy,4.45,2.02,0.99,medium
4178,petra,4.45,3.48,0.97,medium
4258,plebe,4.45,1.59,1.0,medium
3524,meade,4.45,1.24,1.0,medium
3201,leroy,4.45,1.46,0.98,medium
1436,demob,4.45,2.05,0.99,medium
332,avows,4.45,2.97,0.99,medium
344,axiom,4.45,2.65,1.0,medium
5216,smirk,4.45,1.51,0.99,medium
696,boyle,4.45,2.23,0.97,medium
4418,punic,4.45,1.54,1.0,medium
767,bryce,4.45,1.85,0.99,medium
755,broom,4.45,2.58,1.0,medium
5614,tammi,4.45,1.46,0.99,medium
2579,heinz,4.45,1.43,1.0,medium
5505,suede,4.45,1.45,0.99,medium
1031,chyme,4.45,1.65,1.0,medium
3020,kings,4.45,19.08,0.97,medium
3822,nests,4.45,7.55,0.94,medium
2145,frond,4.45,1.39,0.99,medium
4621,retch,4.45,1.6,0.97,medium
4622,retie,4.45,1.88,0.96,medium
5861,traci,4.45,1.35,0.98,medium
609,bluer,4.45,2.85,0.95,medium
2013,flair,4.45,1.72,0.97,medium
2023,flats,4.45,4.95,0.93,medium
2034,flier,4.45,1.66,0.97,medium
366,bahia,4.45,1.51,0.99,medium
1254,creon,4.45,2.04,0.98,medium
2156,fuchs,4.45,1.91,0.98,medium
3775,nafta,4.45,1.95,1.0,medium
2951,julio,4.45,2.27,0.99,medium
6003,umbel,4.45,1.74,0.98,medium
6257,weest,4.45,1.26,0.99,medium
5175,slick,4.45,1.23,0.99,medium
4598,relic,4.45,1.86,0.96,medium
3460,manse,4.45,2.58,0.97,medium
5970,tweed,4.45,1.99,0.96,medium
5943,tunas,4.45,1.57,0.99,medium
578,blear,4.45,1.53,0.97,medium
2168,fundy,4.45,1.57,0.96,medium
3349,lower,4.45,10.83,0.98,medium
2577,heidi,4.45,1.31,1.0,medium
5757,tibia,4.45,2.09,1.0,medium
807,burma,4.45,2.2,0.98,medium
799,burch,4.45,1.61,1.0,medium
4225,pipit,4.45,1.71,1.0,medium
1718,edits,4.45,1.58,0.97,medium
4998,shaky,4.45,2.39,0.99,medium
1901,farms,4.45,6.19,0.96,medium
1863,expos,4.45,1.68,1.0,medium
1111,clxvi,4.45,1.78,0.99,medium
1078,cling,4.45,9.42,0.97,medium
2224,gaudy,4.45,2.49,0.96,medium
6463,yogis,4.45,1.56,0.96,medium
191,amway,4.45,1.45,1.0,medium
100,aiken,4.45,1.35,0.99,medium
118,albee,4.46,1.97,0.99,medium
4925,scrum,4.46,1.37,1.0,medium
1619,dross,4.46,3.58,0.98,medium
1411,decry,4.46,1.47,0.97,medium
3509,mayan,4.46,1.39,1.0,medium
265,arras,4.46,2.57,0.99,medium
3590,miens,4.46,1.83,1.0,medium
5147,skoal,4.46,1.45,1.0,medium
1752,ellis,4.46,1.67,0.98,medium
1465,diann,4.46,1.51,1.0,medium
4490,rabat,4.46,1.57,1.0,medium
2256,geode,4.46,2.19,0.96,medium
5426,stays,4.46,7.51,0.95,medium
4570,recap,4.46,1.28,0.99,medium
714,brave,4.46,9.03,0.97,medium
463,beech,4.46,67.3,1.0,medium
471,befog,4.46,2.4,0.98,medium
2139,fritz,4.46,2.25,0.96,medium
1167,congo,4.46,3.67,0.99,medium
103,aimee,4.46,1.57,0.98,medium
5746,thuds,4.46,1.44,0.99,medium
3310,loire,4.46,2.85,0.96,medium
1183,copse,4.46,1.19,0.93,medium
1191,corgi,4.46,1.77,1.0,medium
698,brace,4.46,9.7,0.98,medium
3253,lines,4.46,15.05,0.94,medium
4613,rerun,4.46,1.71,0.98,medium
4589,regor,4.46,1.52,0.99,medium
787,bumph,4.46,1.2,1.0,medium
2395,gravy,4.46,1.83,0.99,medium
2782,inane,4.46,1.28,0.99,medium
981,chert,4.46,1.24,0.99,medium
3078,kudzu,4.46,1.67,0.99,medium
3035,kluge,4.46,1.13,0.98,medium
4347,prate,4.46,2.42,0.94,medium
2584,helix,4.46,2.26,0.99,medium
4457,quart,4.46,2.17,1.0,medium
4050,paige,4.46,2.3,1.0,medium
681,botox,4.46,1.89,1.0,medium
1299,cuffs,4.46,7.32,0.97,medium
803,burke,4.46,3.02,0.99,medium
4696,robed,4.46,5.03,0.96,medium
2043,floes,4.46,4.5,0.93,medium
2052,flout,4.46,3.72,0.99,medium
3327,loren,4.46,7.22,0.97,medium
2416,grins,4.46,2.38,0.97,medium
178,amigo,4.46,1.67,0.99,medium
6313,wicca,4.47,1.56,0.98,medium
3045,knell,4.47,2.28,1.0,medium
355,baath,4.47,1.59,1.0,medium
2727,hunts,4.47,3.69,0.97,medium
2702,hovel,4.47,2.2,0.97,medium
5114,siren,4.47,1.45,0.97,medium
5421,start,4.47,31.91,0.97,medium
827,buxom,4.47,1.79,0.99,medium
4337,pours,4.47,5.48,0.93,medium
1487,dinar,4.47,1.39,0.99,medium
4312,poona,4.47,2.53,0.99,medium
2296,gland,4.47,1.39,0.99,medium
3372,lumps,4.47,7.98,0.91,medium
3380,lured,4.47,2.4,0.96,medium
4486,quota,4.47,1.62,1.0,medium
2893,jesus,4.47,22.57,1.0,medium
2290,giver,4.47,6.3,0.93,medium
1017,chore,4.47,1.16,0.99,medium
4052,paine,4.47,67.7,0.97,medium
5812,tokyo,4.47,1.51,1.0,medium
689,bowie,4.47,1.73,0.97,medium
330,avior,4.47,1.13,0.99,medium
1402,debut,4.47,1.41,0.97,medium
1403,decaf,4.47,1.47,0.99,medium
5047,shiva,4.47,1.48,0.96,medium
1269,croak,4.47,1.43,0.99,medium
5352,spine,4.47,4.5,0.93,medium
4684,river,4.47,9.43,0.94,medium
3975,oomph,4.47,1.39,1.0,medium
2285,giros,4.47,1.98,0.98,medium
1225,crack,4.47,7.63,0.99,medium
3412,macro,4.47,1.46,0.98,medium
3319,loops,4.47,6.52,0.95,medium
3660,moldy,4.47,1.36,0.99,medium
6231,watch,4.47,12.77,0.92,medium
5532,susie,4.47,1.68,0.99,medium
2441,guano,4.47,1.7,0.98,medium
2590,hemet,4.47,1.28,0.99,medium
3462,maori,4.47,1.73,0.99,medium
4586,refit,4.47,1.75,0.97,medium
177,amiga,4.47,1.86,0.99,medium
921,casks,4.47,4.64,0.97,medium
5697,terse,4.47,1.21,0.99,medium
6282,wheal,4.47,1.37,1.0,medium
31,acids,4.47,1.32,1.0,medium
205,anion,4.47,1.53,1.0,medium
4903,scone,4.47,1.59,0.99,medium
1417,defer,4.47,4.66,0.98,medium
276,asama,4.47,1.35,0.99,medium
864,calms,4.47,68.83,0.96,medium
865,calve,4.47,1.83,0.99,medium
4834,salty,4.47,1.35,0.97,medium
3199,lepta,4.48,1.54,0.98,medium
140,allah,4.48,2.55,1.0,medium
4836,salvo,4.48,1.7,0.98,medium
1631,duane,4.48,1.63,0.98,medium
2682,hopes,4.48,18.79,0.91,medium
2370,gotta,4.48,2.17,0.98,medium
5563,swish,4.48,1.73,0.99,medium
2800,inked,4.48,2.05,0.97,medium
3232,likes,4.48,5.21,0.95,medium
5829,tonya,4.48,1.63,0.98,medium
3658,molar,4.48,1.31,1.0,medium
5570,swore,4.48,4.2,0.93,medium
2603,hesse,4.48,1.11,0.99,medium
640,bolts,4.48,7.33,0.93,medium
1182,copra,4.48,1.5,1.0,medium
6024,units,4.48,1.92,0.96,medium
2583,helga,4.48,1.65,0.97,medium
3564,merry,4.48,7.57,0.93,medium
6252,weeks,4.48,13.24,0.95,medium
6262,weirs,4.48,1.3,0.98,medium
1995,fires,4.48,11.07,0.94,medium
2000,fists,4.48,15.39,0.98,medium
4687,riyal,4.48,1.76,0.97,medium
1824,essex,4.48,3.09,1.0,medium
1783,endue,4.48,2.87,1.0,medium
3490,masts,4.48,7.12,0.94,medium
6125,vidal,4.48,1.6,1.0,medium
6436,yalta,4.48,1.97,0.97,medium
2304,glenn,4.48,1.32,1.0,medium
2846,izmir,4.48,1.12,1.0,medium
2206,gamut,4.48,2.1,1.0,medium
4501,radon,4.48,1.92,0.98,medium
6159,vodka,4.48,1.57,0.96,medium
6180,wacko,4.48,1.84,0.99,medium
448,beady,4.48,2.28,0.97,medium
2978,kathy,4.48,1.48,0.96,medium
6088,veils,4.48,4.08,0.97,medium
2326,gnaws,4.48,1.8,0.97,medium
5423,state,4.48,5.23,0.96,medium
4961,sends,4.48,6.5,0.96,medium
2459,gumbo,4.48,1.83,0.98,medium
2427,gross,4.48,4.63,1.0,medium
6275,wetly,4.48,1.17,0.99,medium
4133,pecos,4.48,4.18,0.95,medium
2683,hopis,4.48,1.45,0.94,medium
4105,patna,4.48,2.0,1.0,medium
1929,fedex,4.48,1.47,1.0,medium
3411,macon,4.48,2.73,0.94,medium
3278,llama,4.48,1.64,0.99,medium
6297,whiny,4.48,1.43,1.0,medium
6300,whirs,4.48,1.25,0.98,medium
351,aztec,4.48,1.22,1.0,medium
4715,rolls,4.48,5.75,0.98,medium
88,agile,4.48,2.14,0.98,medium
1691,earns,4.48,1.39,0.92,medium
2419,grist,4.48,1.4,1.0,medium
43,adage,4.49,1.8,0.98,medium
3265,lisle,4.49,1.24,0.96,medium
5022,sheen,4.49,1.18,0.98,medium
3371,lumen,4.49,1.34,0.99,medium
4140,peers,4.49,6.47,0.96,medium
4141,peeve,4.49,1.72,1.0,medium
4661,rilke,4.49,1.54,0.97,medium
122,alden,4.49,1.53,0.98,medium
1381,davit,4.49,1.16,0.99,medium
1376,daubs,4.49,1.79,0.95,medium
6272,wendy,4.49,2.67,1.0,medium
3059,koala,4.49,1.71,1.0,medium
3756,muzak,4.49,1.91,1.0,medium
749,broil,4.49,1.46,1.0,medium
1166,conga,4.49,2.22,1.0,medium
5324,spars,4.49,4.28,0.98,medium
6058,uvula,4.49,1.5,1.0,medium
2210,gaped,4.49,9.39,0.89,medium
2212,garbo,4.49,2.04,0.99,medium
2222,gator,4.49,1.7,0.96,medium
3894,noway,4.49,1.82,0.98,medium
2414,grimy,4.49,1.46,0.99,medium
5819,tonal,4.49,1.42,0.98,medium
3992,oriel,4.49,2.22,0.96,medium
3026,kirov,4.49,1.54,0.97,medium
4819,sahib,4.49,1.61,0.99,medium
1873,facet,4.49,1.57,0.99,medium
1838,evade,4.49,2.12,0.99,medium
259,arius,4.49,1.84,0.99,medium
3800,navel,4.49,2.63,0.97,medium
954,chafe,4.49,1.36,0.98,medium
5705,texan,4.49,1.4,0.98,medium
4424,puppy,4.49,10.08,0.95,medium
2106,fount,4.49,1.39,0.98,medium
5385,spumy,4.49,1.3,0.98,medium
6138,viols,4.49,1.44,1.0,medium
1469,dicey,4.49,1.69,0.97,medium
3642,mizar,4.49,1.49,1.0,medium
3643,moans,4.49,2.74,0.96,medium
3648,modal,4.49,2.46,0.98,medium
6166,volga,4.49,1.57,0.99,medium
6152,vitim,4.49,1.27,1.0,medium
487,bella,4.49,3.75,0.99,medium
1306,cuppa,4.49,2.01,0.99,medium
6460,yobbo,4.49,1.62,1.0,medium
61,admix,4.49,1.54,0.98,medium
3390,lxvii,4.49,1.59,1.0,medium
3399,lynne,4.49,1.82,1.0,medium
856,cajun,4.49,2.57,1.0,medium
5006,shank,4.49,5.55,0.97,medium
1616,drool,4.5,1.44,0.98,medium
1574,dowel,4.5,1.4,0.97,medium
1760,elves,4.5,7.65,0.98,medium
5044,shirr,4.5,2.85,1.0,medium
4796,sabik,4.5,1.73,0.98,medium
1815,erred,4.5,10.56,1.0,medium
4840,samey,4.5,1.29,0.99,medium
5007,shape,4.5,4.28,0.91,medium
6457,yetis,4.5,2.06,0.96,medium
9,abbot,4.5,1.48,0.99,medium
3780,naive,4.5,1.4,0.99,medium
6027,unman,4.5,1.69,1.0,medium
1255,crepe,4.5,1.7,1.0,medium
5248,snogs,4.5,1.62,0.96,medium
1312,curia,4.5,1.65,0.98,medium
5321,spans,4.5,5.28,0.95,medium
2071,foamy,4.5,1.65,1.0,medium
2077,folds,4.5,5.97,0.93,medium
416,baser,4.5,7.2,0.93,medium
6315,widen,4.5,1.61,0.97,medium
3525,meals,4.5,5.38,0.9,medium
3507,maxim,4.5,5.91,0.99,medium
5689,tents,4.5,9.76,0.94,medium
4168,perot,4.5,1.91,0.96,medium
2496,haiti,4.5,1.73,0.98,medium
2551,hayek,4.5,1.55,0.98,medium
657,boole,4.5,1.39,0.99,medium
477,begum,4.5,3.42,0.99,medium
1889,fakir,4.5,1.43,1.0,medium
3196,leona,4.5,1.87,0.98,medium
6094,velum,4.5,1.5,0.98,medium
4327,poser,4.5,1.72,0.95,medium
2321,gluts,4.5,1.44,1.0,medium
5825,tonia,4.5,1.62,0.98,medium
2350,gonna,4.5,1.6,0.99,medium
4032,ozark,4.5,1.55,0.99,medium
531,bidet,4.5,2.11,0.98,medium
4496,races,4.5,10.64,0.91,medium
1101,cluck,4.5,1.77,0.99,medium
1088,clomp,4.5,2.66,0.95,medium
592,blitz,4.5,1.9,0.99,medium
2490,haida,4.5,1.8,0.95,medium
5336,spell,4.5,2.97,0.96,medium
4462,queer,4.5,6.56,0.97,medium
1327,cuzco,4.5,1.36,1.0,medium
414,based,4.5,4.9,0.91,medium
5220,smogs,4.5,1.96,0.98,medium
4627,revue,4.5,1.39,0.99,medium
347,ayahs,4.5,1.91,0.96,medium
217,ansis,4.5,66.88,0.98,medium
5715,thaws,4.5,1.68,0.98,medium
1511,divan,4.5,1.37,0.97,medium
1456,devon,4.5,1.45,0.99,medium
1461,dhows,4.5,1.37,0.97,medium
4886,scamp,4.5,2.3,1.0,medium
4890,scare,4.5,2.77,0.94,medium
161,alton,4.5,2.19,0.96,medium
210,annam,4.5,1.36,1.0,medium
3455,manic,4.51,4.62,0.99,medium
3480,marry,4.51,9.64,0.96,medium
3228,light,4.51,4.66,0.88,medium
1615,drone,4.51,2.09,0.94,medium
375,baker,4.51,13.44,0.91,medium
2055,floyd,4.51,1.56,0.99,medium
3068,korma,4.51,2.16,0.97,medium
3579,mfume,4.51,1.27,1.0,medium
3124,larks,4.51,8.09,0.94,medium
4252,platy,4.51,1.65,0.97,medium
2618,hills,4.51,13.2,0.91,medium
5620,tango,4.51,1.91,0.98,medium
2365,gorge,4.51,6.28,0.94,medium
4675,rises,4.51,11.78,0.91,medium
5177,slier,4.51,1.46,0.92,medium
6256,weepy,4.51,2.96,0.98,medium
4072,panto,4.51,1.89,0.99,medium
4044,padre,4.51,1.95,0.99,medium
5260,snugs,4.51,2.72,0.98,medium
3703,moths,4.51,1.55,0.99,medium
1041,cirri,4.51,3.53,0.97,medium
5112,sioux,4.51,1.31,1.0,medium
1415,deeps,4.51,5.15,0.92,medium
6105,verna,4.51,1.63,0.98,medium
3631,mists,4.51,7.75,0.98,medium
3731,mules,4.51,6.99,0.93,medium
2094,forgo,4.51,1.98,1.0,medium
6016,undid,4.51,1.94,0.96,medium
1275,crony,4.51,3.62,0.96,medium
4520,ramos,4.51,1.71,0.96,medium
2513,handy,4.51,6.62,0.94,medium
656,books,4.51,24.89,0.94,medium
2137,frisk,4.51,1.19,1.0,medium
912,carpi,4.51,1.44,0.97,medium
823,butch,4.51,1.58,0.99,medium
2461,gunge,4.51,5.8,1.0,medium
4369,prism,4.51,1.4,0.98,medium
2251,genii,4.51,1.61,0.99,medium
5402,staff,4.51,70.39,0.98,medium
5417,stare,4.51,5.16,0.9,medium
2796,infer,4.51,4.26,0.98,medium
1140,colby,4.51,2.59,0.99,medium
3943,offed,4.51,1.48,0.98,medium
5341,spica,4.51,1.51,0.97,medium
6029,unpin,4.51,1.77,0.99,medium
5065,showy,4.51,1.59,1.0,medium
6389,wound,4.51,4.49,0.88,medium
1754,elope,4.51,1.47,1.0,medium
1658,dunne,4.51,1.5,0.99,medium
4169,perry,4.52,11.2,0.94,medium
898,cared,4.52,9.18,0.89,medium
131,alibi,4.52,1.6,0.99,medium
5669,techs,4.52,8.03,0.94,medium
5245,snips,4.52,6.15,0.98,medium
2972,karma,4.52,1.66,0.99,medium
5999,ulcer,4.52,1.53,0.96,medium
4413,pulpy,4.52,1.26,0.97,medium
960,chang,4.52,1.26,0.99,medium
5315,spade,4.52,4.53,0.97,medium
5272,sofia,4.52,1.53,1.0,medium
2967,kaput,4.52,1.83,1.0,medium
4147,penal,4.52,2.76,0.91,medium
5597,taiga,4.52,1.96,0.99,medium
4311,pools,4.52,5.19,0.97,medium
5458,stoic,4.52,1.19,0.93,medium
311,auden,4.52,1.5,0.98,medium
315,auger,4.52,4.99,0.95,medium
318,aunts,4.52,3.46,0.89,medium
322,auxin,4.52,2.55,0.99,medium
2912,joann,4.52,1.71,0.99,medium
1195,corny,4.52,1.83,0.99,medium
2640,hobby,4.52,4.16,0.98,medium
1391,deann,4.52,1.81,0.99,medium
1419,defog,4.52,1.93,0.98,medium
1398,debit,4.52,1.44,0.99,medium
2977,kasey,4.52,1.99,0.96,medium
1328,cycle,4.52,1.4,1.0,medium
3667,monet,4.52,1.28,1.0,medium
3160,leaky,4.52,2.46,0.96,medium
4440,pwned,4.52,1.41,0.99,medium
3071,kraut,4.52,1.39,0.99,medium
2036,fling,4.52,3.51,0.97,medium
2790,indie,4.52,1.31,0.98,medium
1931,feels,4.52,7.87,0.97,medium
4214,pinko,4.52,1.36,0.99,medium
2575,hefty,4.52,1.53,0.98,medium
844,cadet,4.52,1.71,0.98,medium
5646,tasks,4.52,2.85,0.99,medium
5607,tally,4.52,4.08,0.96,medium
6415,xcvii,4.52,1.41,1.0,medium
3389,luzon,4.52,2.09,0.98,medium
2492,haiku,4.52,1.43,0.95,medium
5827,tonne,4.52,1.55,0.98,medium
170,amaze,4.52,3.13,1.0,medium
5788,tires,4.53,4.99,0.93,medium
883,canto,4.53,1.87,0.98,medium
892,capos,4.53,1.65,0.98,medium
4837,samar,4.53,2.65,0.98,medium
