,answer,n_tries,last_n_choices,won,difficulty_level
4358,prick,3.94,10.13,1.0,easy
3958,older,3.94,24.28,0.97,easy
1852,exalt,3.94,69.5,1.0,easy
2281,ginsu,3.94,1.39,1.0,easy
5069,shrub,3.94,67.01,1.0,easy
2652,hokum,3.94,1.83,1.0,easy
94,agree,3.94,9.73,1.0,easy
591,bliss,3.94,8.17,1.0,easy
4428,purim,3.95,2.02,1.0,easy
67,adult,3.95,1.86,1.0,easy
4282,poems,3.95,11.39,1.0,easy
1292,crypt,3.95,1.57,1.0,easy
5221,smoke,3.95,3.73,1.0,easy
2100,forty,3.95,8.78,1.0,easy
3377,lungs,3.95,7.81,0.99,easy
967,chart,3.95,9.51,0.99,easy
5124,sixth,3.95,20.69,1.0,easy
1828,ethan,3.95,2.65,1.0,easy
4278,pluto,3.95,2.01,1.0,easy
969,chase,3.95,4.74,1.0,easy
972,cheap,3.95,8.47,1.0,easy
2117,frank,3.95,5.52,1.0,easy
1807,ergot,3.95,1.8,1.0,easy
764,brush,3.95,2.14,1.0,easy
5257,snowy,3.95,4.18,1.0,easy
1841,event,3.95,13.23,1.0,easy
2788,index,3.95,3.66,1.0,easy
1519,dixon,3.95,9.92,1.0,easy
6323,wilde,3.95,5.45,1.0,easy
2333,godly,3.95,73.6,1.0,easy
3568,metal,3.95,5.62,0.98,easy
2510,haman,3.95,7.14,1.0,easy
5688,tenth,3.95,10.92,1.0,easy
553,birth,3.95,12.18,1.0,easy
721,break,3.95,18.2,1.0,easy
236,apron,3.96,4.0,1.0,easy
4705,rocky,3.96,5.72,1.0,easy
16,abner,3.96,9.01,0.98,easy
1466,diary,3.96,2.82,1.0,easy
3967,omega,3.96,2.25,0.99,easy
2164,fully,3.96,77.22,0.99,easy
935,cease,3.96,8.54,0.99,easy
5691,tepid,3.96,3.94,1.0,easy
5259,snuff,3.96,2.97,1.0,easy
3047,knife,3.96,5.95,0.99,easy
4785,rural,3.96,6.14,1.0,easy
1009,chloe,3.96,1.64,1.0,easy
5231,snaky,3.96,20.02,1.0,easy
2530,harsh,3.96,3.75,0.99,easy
5201,slung,3.96,10.62,0.99,easy
776,bugle,3.96,6.13,1.0,easy
160,alter,3.96,4.5,0.99,easy
5023,sheep,3.96,7.12,1.0,easy
3993,orion,3.96,7.1,0.99,easy
4740,rough,3.96,4.1,0.97,easy
1020,chris,3.96,2.09,1.0,easy
956,chain,3.96,5.92,1.0,easy
4111,pause,3.96,5.72,1.0,easy
4461,queen,3.96,9.06,1.0,easy
253,argue,3.96,30.62,1.0,easy
474,beget,3.96,5.94,1.0,easy
2771,ileum,3.96,2.87,1.0,easy
3090,laden,3.96,4.85,1.0,easy
2824,irish,3.96,4.17,1.0,easy
5915,truck,3.96,4.07,1.0,easy
6273,wesak,3.97,1.47,1.0,easy
6151,vital,3.97,4.04,1.0,easy
1782,endow,3.97,1.94,1.0,easy
5719,theme,3.97,5.73,1.0,easy
2763,idiot,3.97,3.46,1.0,easy
2328,gnupg,3.97,2.76,1.0,easy
3814,neigh,3.97,2.53,1.0,easy
1999,fishy,3.97,4.42,1.0,easy
1964,field,3.97,8.46,1.0,easy
583,bless,3.97,6.16,1.0,easy
70,aegis,3.97,1.7,1.0,easy
6400,wrist,3.97,3.9,1.0,easy
5866,trail,3.97,11.07,1.0,easy
2840,itchy,3.97,1.55,1.0,easy
3170,leave,3.97,5.33,1.0,easy
4821,saint,3.97,4.92,0.98,easy
6002,ultra,3.97,1.24,1.0,easy
3109,lance,3.97,70.01,1.0,easy
352,azure,3.98,5.24,0.99,easy
1284,crude,3.98,7.68,1.0,easy
209,ankle,3.98,67.83,0.98,easy
6458,yield,3.98,3.92,0.99,easy
5387,spurn,3.98,2.35,1.0,easy
1654,dunce,3.98,7.63,1.0,easy
3056,knows,3.98,3.72,1.0,easy
1156,comic,3.98,10.26,0.99,easy
4897,scent,3.98,5.15,1.0,easy
182,amiss,3.98,71.24,0.99,easy
2580,heirs,3.98,3.21,0.98,easy
5171,sleet,3.98,5.93,1.0,easy
5176,slide,3.98,4.58,0.98,easy
1245,cream,3.98,7.08,1.0,easy
3375,lunch,3.98,4.99,1.0,easy
5969,tweak,3.98,1.08,1.0,easy
5229,snail,3.98,6.52,1.0,easy
5699,tesol,3.98,1.53,1.0,easy
5925,trust,3.98,4.81,0.99,easy
1786,enjoy,3.98,5.97,1.0,easy
1909,fatso,3.98,1.22,0.99,easy
3449,manet,3.98,8.42,0.98,easy
1925,feast,3.98,3.74,1.0,easy
4789,russo,3.98,1.33,1.0,easy
6404,wrote,3.98,4.63,0.99,easy
1437,demon,3.98,3.92,0.99,easy
1601,dream,3.98,3.76,1.0,easy
4993,shaft,3.98,2.87,1.0,easy
602,bloom,3.98,9.17,0.99,easy
4283,poesy,3.98,1.19,1.0,easy
2172,funny,3.98,19.68,0.98,easy
6043,urged,3.99,5.7,1.0,easy
544,billy,3.99,20.29,0.99,easy
601,blood,3.99,5.56,0.99,easy
1379,david,3.99,16.13,0.99,easy
5786,tipsy,3.99,10.49,1.0,easy
4757,rsfsr,3.99,1.11,1.0,easy
4004,other,3.99,3.23,0.99,easy
5655,tawny,3.99,3.88,1.0,easy
3396,lymph,3.99,2.19,1.0,easy
3914,oakum,3.99,3.5,1.0,easy
5674,teeth,3.99,69.42,1.0,easy
3711,mouse,3.99,8.26,0.99,easy
5498,styli,3.99,1.17,1.0,easy
5750,thump,3.99,2.53,1.0,easy
1794,epcot,3.99,1.36,1.0,easy
3765,mysql,3.99,2.31,1.0,easy
63,adolf,3.99,1.82,1.0,easy
2751,ibsen,3.99,1.42,1.0,easy
4828,salem,3.99,2.94,1.0,easy
2571,hedge,3.99,4.57,1.0,easy
5138,skill,3.99,6.18,1.0,easy
4680,rival,3.99,11.15,0.99,easy
4190,phyla,3.99,2.34,1.0,easy
3986,optic,3.99,1.46,1.0,easy
4121,peace,3.99,5.1,1.0,easy
3941,odors,3.99,1.4,1.0,easy
3057,knurl,3.99,1.78,1.0,easy
5449,still,3.99,7.08,0.98,easy
3305,logic,3.99,3.24,1.0,easy
2738,hydro,3.99,1.27,1.0,easy
1864,extol,4.0,2.23,1.0,easy
6193,wagon,4.0,68.91,1.0,easy
3270,lithe,4.0,3.76,1.0,easy
5586,table,4.0,6.64,0.98,easy
5029,sheri,4.0,1.46,1.0,easy
741,bring,4.0,33.21,1.0,easy
3188,lemon,4.0,3.92,0.99,easy
5150,skull,4.0,8.64,1.0,easy
6246,weary,4.0,8.41,1.0,easy
4284,poets,4.0,5.37,0.99,easy
8,abbey,4.0,8.02,1.0,easy
5106,sinew,4.0,1.85,1.0,easy
2303,glean,4.0,2.16,1.0,easy
5063,shown,4.0,7.85,1.0,easy
2265,ghoul,4.0,1.62,1.0,easy
5030,shewn,4.0,5.77,1.0,easy
5865,trade,4.0,4.91,1.0,easy
2322,glyph,4.0,1.75,1.0,easy
958,chalk,4.0,2.61,1.0,easy
1593,drank,4.0,19.77,1.0,easy
1568,dough,4.0,4.25,0.98,easy
2944,judge,4.0,6.92,1.0,easy
3358,lucid,4.0,2.26,1.0,easy
6128,vigil,4.0,5.91,1.0,easy
1721,edwin,4.0,1.98,1.0,easy
1716,edify,4.0,2.52,1.0,easy
3218,libya,4.0,2.49,1.0,easy
2741,hymen,4.0,3.87,1.0,easy
2549,haydn,4.0,1.48,1.0,easy
1820,ervin,4.0,1.85,1.0,easy
1796,epics,4.0,2.81,1.0,easy
4528,ranks,4.0,7.74,1.0,easy
1485,dimly,4.0,4.16,0.99,easy
6040,upton,4.01,2.68,1.0,easy
5445,stick,4.01,7.61,1.0,easy
1115,coast,4.01,7.0,1.0,easy
1676,dwarf,4.01,1.83,1.0,easy
5376,spots,4.01,69.53,1.0,easy
6384,worse,4.01,5.58,0.99,easy
5304,sound,4.01,10.4,0.96,easy
5049,shoal,4.01,3.92,1.0,easy
4026,owing,4.01,5.44,0.98,easy
2448,guido,4.01,1.52,1.0,easy
1813,ernst,4.01,1.38,1.0,easy
3554,mensa,4.01,1.39,0.99,easy
1791,enter,4.01,8.57,1.0,easy
1766,email,4.01,1.54,1.0,easy
1806,erect,4.01,3.76,1.0,easy
5962,tutsi,4.01,2.28,1.0,easy
3984,oprah,4.01,1.5,1.0,easy
256,ariel,4.01,7.02,0.97,easy
5740,three,4.01,9.59,1.0,easy
3922,obese,4.01,1.33,1.0,easy
3927,ocaml,4.01,1.5,1.0,easy
859,caleb,4.01,71.07,1.0,easy
3704,motif,4.01,1.5,1.0,easy
2063,flung,4.01,7.56,1.0,easy
1966,fiery,4.01,4.09,1.0,easy
1285,cruel,4.01,6.55,1.0,easy
2042,flock,4.01,4.89,1.0,easy
5119,sitar,4.01,1.81,1.0,easy
974,check,4.01,4.64,1.0,easy
3043,kneel,4.01,3.48,1.0,easy
1289,cruse,4.01,2.17,0.99,easy
3979,opens,4.01,3.85,1.0,easy
6396,wreck,4.01,7.48,1.0,easy
6289,where,4.01,6.55,1.0,easy
29,aches,4.01,3.71,1.0,easy
2815,ioctl,4.01,1.3,1.0,easy
4423,pupil,4.01,7.74,1.0,easy
3853,nisan,4.02,2.09,0.99,easy
5381,sprig,4.02,1.79,1.0,easy
4239,plaid,4.02,4.16,1.0,easy
4484,quoin,4.02,10.29,1.0,easy
2834,isles,4.02,5.56,0.99,easy
3103,lambs,4.02,71.24,0.99,easy
5344,spicy,4.02,4.75,1.0,easy
5470,storm,4.02,8.04,0.98,easy
4898,schmo,4.02,2.46,1.0,easy
299,astor,4.02,2.12,1.0,easy
2636,hmong,4.02,1.41,1.0,easy
3957,olden,4.02,2.25,1.0,easy
5862,track,4.02,13.9,1.0,easy
5727,thieu,4.02,2.08,1.0,easy
1711,edgar,4.02,1.29,1.0,easy
6131,villa,4.02,6.56,1.0,easy
5588,tabor,4.02,3.77,0.98,easy
2446,guest,4.02,2.59,1.0,easy
4003,osman,4.02,1.62,1.0,easy
3299,loewi,4.02,2.49,1.0,easy
454,beast,4.02,5.01,0.99,easy
754,brook,4.02,9.98,1.0,easy
5987,tying,4.02,3.0,1.0,easy
3887,notch,4.02,2.92,1.0,easy
220,antic,4.02,2.04,1.0,easy
2534,haste,4.02,3.62,0.98,easy
2495,hairy,4.02,7.62,1.0,easy
2338,going,4.02,23.93,0.99,easy
910,carol,4.02,18.07,1.0,easy
3627,mirth,4.02,3.73,0.98,easy
2803,inner,4.02,5.96,0.98,easy
4574,recur,4.02,13.52,1.0,easy
1507,ditch,4.02,9.97,0.97,easy
1681,dying,4.03,8.13,0.99,easy
5519,sunny,4.03,5.47,1.0,easy
5440,steps,4.03,6.84,0.99,easy
4992,shady,4.03,5.05,1.0,easy
1086,clods,4.03,4.55,1.0,easy
278,ascot,4.03,1.63,1.0,easy
306,atoms,4.03,1.31,1.0,easy
2592,hence,4.03,5.28,0.99,easy
6367,women,4.03,5.71,1.0,easy
1952,fetid,4.03,2.33,1.0,easy
5041,ships,4.03,15.79,1.0,easy
4029,owner,4.03,12.98,1.0,easy
201,angst,4.03,1.19,1.0,easy
1705,echos,4.03,1.4,1.0,easy
5995,tyson,4.03,2.45,0.99,easy
709,brand,4.03,3.87,1.0,easy
5490,study,4.03,6.62,0.99,easy
5154,slack,4.03,8.92,1.0,easy
2494,hairs,4.03,72.79,0.99,easy
5181,sling,4.03,72.53,1.0,easy
5762,tiers,4.03,2.86,0.99,easy
3730,mulct,4.03,1.71,1.0,easy
5860,trace,4.03,5.03,0.99,easy
1787,ennui,4.03,3.26,1.0,easy
1190,corfu,4.03,1.58,1.0,easy
5794,title,4.03,6.47,1.0,easy
5799,toady,4.03,2.31,1.0,easy
2302,gleam,4.03,5.66,1.0,easy
732,brick,4.03,74.78,0.98,easy
5076,shuts,4.03,3.97,1.0,easy
189,amply,4.03,67.84,0.99,easy
1198,cosby,4.03,1.38,1.0,easy
3297,lodge,4.03,5.47,1.0,easy
3321,loose,4.03,72.55,0.99,easy
2827,irony,4.03,3.72,1.0,easy
2791,indio,4.03,2.15,1.0,easy
2732,hurts,4.03,3.93,1.0,easy
1325,cutie,4.03,1.47,1.0,easy
4966,sepal,4.03,1.95,0.99,easy
5462,stone,4.04,69.25,0.98,easy
4651,rifle,4.04,3.48,0.99,easy
3463,maple,4.04,8.12,1.0,easy
813,bursa,4.04,1.75,1.0,easy
476,begot,4.04,3.69,1.0,easy
4266,plots,4.04,15.42,0.99,easy
2653,holds,4.04,9.03,1.0,easy
5375,sport,4.04,11.36,1.0,easy
2762,idiom,4.04,2.06,1.0,easy
712,brass,4.04,10.87,0.99,easy
4381,proof,4.04,5.72,0.99,easy
4614,resat,4.04,1.42,1.0,easy
2384,grain,4.04,6.1,0.99,easy
5982,twirl,4.04,2.24,0.99,easy
4262,pliny,4.04,3.13,1.0,easy
3628,misdo,4.04,1.41,1.0,easy
3649,model,4.04,8.01,0.97,easy
4929,scull,4.04,3.29,0.99,easy
5593,taegu,4.04,1.31,1.0,easy
1843,every,4.04,5.2,1.0,easy
5266,sober,4.04,12.4,0.95,easy
5028,sheol,4.04,1.18,1.0,easy
5035,shift,4.04,2.87,1.0,easy
6014,uncut,4.04,1.37,1.0,easy
5730,thing,4.04,9.17,1.0,easy
1297,cubic,4.04,5.34,1.0,easy
1318,curse,4.04,11.65,0.98,easy
4977,serve,4.04,6.69,1.0,easy
5414,stand,4.04,70.24,0.98,easy
2807,inset,4.04,1.62,1.0,easy
2801,inlay,4.04,1.24,0.99,easy
1960,fichu,4.04,2.23,1.0,easy
2187,gaels,4.04,1.39,1.0,easy
5527,surge,4.05,2.45,0.99,easy
6046,uriel,4.05,70.03,1.0,easy
3052,knoll,4.05,2.61,1.0,easy
1746,elisa,4.05,1.31,1.0,easy
6294,while,4.05,6.01,1.0,easy
6284,wheel,4.05,7.83,1.0,easy
1612,drive,4.05,14.93,0.99,easy
1105,clung,4.05,4.61,1.0,easy
3403,lysol,4.05,2.12,1.0,easy
5961,tutor,4.05,7.6,0.99,easy
4209,pinch,4.05,6.02,0.99,easy
4911,scour,4.05,1.29,0.99,easy
5789,tirol,4.05,1.34,1.0,easy
3881,norma,4.05,3.84,0.99,easy
213,annoy,4.05,3.56,1.0,easy
5482,stria,4.05,1.08,1.0,easy
3276,livid,4.05,3.38,1.0,easy
5956,turin,4.05,1.47,1.0,easy
3675,moody,4.05,5.45,0.99,easy
2337,gogol,4.05,6.14,1.0,easy
707,brain,4.05,6.28,1.0,easy
4617,resin,4.05,1.42,0.99,easy
3397,lynch,4.05,1.32,1.0,easy
5180,slimy,4.05,2.55,1.0,easy
1630,dryly,4.05,2.51,1.0,easy
2772,iliad,4.05,2.19,1.0,easy
1604,dress,4.05,8.95,1.0,easy
6199,waits,4.05,11.75,0.97,easy
4686,rivet,4.05,5.43,1.0,easy
5084,sidle,4.05,1.12,1.0,easy
3168,leash,4.05,1.41,1.0,easy
790,bunch,4.05,6.25,0.99,easy
1,aback,4.05,13.53,0.99,easy
10,abdul,4.05,1.38,1.0,easy
1533,doing,4.06,6.9,0.99,easy
4848,santa,4.06,2.94,1.0,easy
1460,dhoti,4.06,1.98,0.99,easy
1471,dicta,4.06,1.99,1.0,easy
6000,ulnae,4.06,1.38,1.0,easy
4221,pious,4.06,5.62,1.0,easy
4174,pesto,4.06,1.79,1.0,easy
1719,edsel,4.06,1.34,1.0,easy
1697,eaten,4.06,6.19,0.98,easy
5325,spasm,4.06,6.75,1.0,easy
2035,flies,4.06,4.07,1.0,easy
2037,flint,4.06,5.78,1.0,easy
334,await,4.06,3.03,1.0,easy
3829,newsy,4.06,1.19,1.0,easy
3869,noemi,4.06,1.48,1.0,easy
3244,limit,4.06,4.0,1.0,easy
2598,herds,4.06,7.19,0.99,easy
272,artsy,4.06,1.45,1.0,easy
5211,smash,4.06,6.33,0.99,easy
4467,quick,4.06,12.22,1.0,easy
4922,scrod,4.06,1.45,1.0,easy
509,berth,4.06,7.08,1.0,easy
4801,sabre,4.06,2.31,1.0,easy
1797,epoch,4.06,1.41,1.0,easy
162,altos,4.06,3.11,0.98,easy
1831,ethic,4.06,1.35,1.0,easy
5991,types,4.06,71.66,0.99,easy
5939,tulsa,4.06,1.37,0.99,easy
3457,manly,4.06,19.41,0.99,easy
3291,locke,4.06,2.8,0.98,easy
4631,rheas,4.06,1.66,1.0,easy
4634,rhino,4.06,1.49,1.0,easy
1703,ebola,4.06,1.66,1.0,easy
5090,sigma,4.06,1.31,1.0,easy
3392,lydia,4.06,2.83,1.0,easy
1260,crews,4.06,6.36,0.98,easy
3547,melon,4.06,6.3,0.99,easy
3376,lunge,4.06,3.01,1.0,easy
3203,lethe,4.06,67.74,1.0,easy
4103,paths,4.06,12.58,0.99,easy
4108,patty,4.06,11.22,0.98,easy
1686,eagle,4.06,5.26,1.0,easy
1598,draws,4.06,11.72,0.99,easy
2544,haven,4.07,14.56,0.99,easy
3990,order,4.07,6.63,0.99,easy
149,aloes,4.07,5.05,1.0,easy
249,arena,4.07,2.46,1.0,easy
3774,nadir,4.07,1.47,1.0,easy
3657,moist,4.07,3.87,0.99,easy
3670,monte,4.07,1.43,1.0,easy
2060,fluke,4.07,6.42,1.0,easy
5869,tramp,4.07,3.01,1.0,easy
5764,tiger,4.07,7.41,0.94,easy
951,cesar,4.07,1.41,1.0,easy
76,afoot,4.07,4.43,1.0,easy
3793,nasal,4.07,3.4,0.99,easy
5503,sudra,4.07,1.5,1.0,easy
5170,sleep,4.07,7.96,1.0,easy
4770,ruins,4.07,7.07,0.99,easy
239,aptly,4.07,1.26,1.0,easy
47,added,4.07,18.14,1.0,easy
4245,plans,4.07,7.88,1.0,easy
1856,exert,4.07,5.78,1.0,easy
5406,staid,4.07,3.39,0.98,easy
5389,spurt,4.07,1.33,0.99,easy
206,anise,4.07,1.26,1.0,easy
2648,hoist,4.07,3.8,0.97,easy
5433,steel,4.07,8.53,0.99,easy
680,botha,4.07,1.76,0.99,easy
5015,shawl,4.07,2.65,1.0,easy
4967,sepia,4.07,2.16,1.0,easy
3733,multi,4.07,1.65,1.0,easy
2045,flood,4.07,3.56,0.99,easy
6318,width,4.07,3.81,0.99,easy
4865,saucy,4.07,4.5,1.0,easy
270,arson,4.07,1.61,0.99,easy
4465,quest,4.07,3.89,1.0,easy
2440,grunt,4.07,1.87,1.0,easy
569,bland,4.07,4.43,1.0,easy
4587,regal,4.07,6.6,1.0,easy
4024,ovule,4.07,1.41,0.98,easy
1699,eaton,4.07,1.5,0.99,easy
79,after,4.07,7.21,0.99,easy
4170,perth,4.07,4.55,1.0,easy
3167,lease,4.07,7.27,1.0,easy
3997,ortiz,4.07,1.88,0.99,easy
3294,locum,4.07,1.41,1.0,easy
4027,owlet,4.07,1.25,1.0,easy
5790,tisha,4.07,1.96,1.0,easy
5692,terms,4.07,5.13,0.98,easy
1315,curls,4.07,5.23,0.98,easy
5700,tessa,4.07,66.51,1.0,easy
2559,heads,4.07,19.49,0.98,easy
3391,lycra,4.07,1.37,1.0,easy
5528,surly,4.08,2.77,0.99,easy
134,align,4.08,1.4,1.0,easy
6386,worth,4.08,8.1,1.0,easy
1583,dozen,4.08,11.34,0.99,easy
23,abuse,4.08,13.72,1.0,easy
4868,saute,4.08,1.46,1.0,easy
6062,vague,4.08,11.49,0.99,easy
1473,diego,4.08,1.45,0.99,easy
1074,cliff,4.08,7.83,1.0,easy
582,blend,4.08,3.73,1.0,easy
6053,usurp,4.08,2.82,0.99,easy
324,avast,4.08,9.37,1.0,easy
2811,intro,4.08,1.39,1.0,easy
5317,spain,4.08,3.51,0.99,easy
5979,twine,4.08,3.38,1.0,easy
4368,prior,4.08,5.3,1.0,easy
1424,deism,4.08,1.45,1.0,easy
6302,whist,4.08,67.04,1.0,easy
2409,grief,4.08,7.83,1.0,easy
3309,loins,4.08,5.59,0.98,easy
3193,lento,4.08,3.03,1.0,easy
6044,urges,4.08,8.97,0.99,easy
1822,essay,4.08,1.52,1.0,easy
1446,depot,4.08,3.22,0.99,easy
6405,wroth,4.08,5.26,0.98,easy
1578,dowry,4.08,2.17,1.0,easy
3994,oriya,4.08,1.57,1.0,easy
1263,cried,4.08,9.64,0.99,easy
4000,osaka,4.08,2.19,1.0,easy
2169,fungi,4.08,1.65,1.0,easy
188,ample,4.08,4.69,0.99,easy
3677,moons,4.08,6.71,1.0,easy
3251,linen,4.08,6.69,0.99,easy
5163,slate,4.08,4.61,0.99,easy
46,adapt,4.08,4.5,1.0,easy
5818,tomsk,4.08,1.31,0.99,easy
5698,tesla,4.08,1.38,1.0,easy
308,atria,4.08,1.7,0.99,easy
2627,hints,4.08,5.29,0.97,easy
1016,chord,4.08,1.58,1.0,easy
4979,seton,4.08,1.22,1.0,easy
4936,seato,4.08,1.12,1.0,easy
4940,sedan,4.08,1.41,0.99,easy
580,bleed,4.09,8.58,1.0,easy
5431,steam,4.09,5.48,1.0,easy
5382,sprog,4.09,2.02,1.0,easy
1633,dubhe,4.09,1.6,1.0,easy
3290,local,4.09,8.44,0.99,easy
3489,mason,4.09,3.29,0.98,easy
2546,havoc,4.09,2.9,1.0,easy
3225,lieut,4.09,2.2,1.0,easy
1266,crime,4.09,3.46,1.0,easy
1222,coypu,4.09,1.17,1.0,easy
3367,luisa,4.09,1.58,1.0,easy
4965,seoul,4.09,1.47,1.0,easy
5717,theft,4.09,2.08,0.99,easy
3527,means,4.09,7.6,0.97,easy
2247,gelid,4.09,1.58,0.96,easy
2270,giddy,4.09,6.48,0.99,easy
2271,gifts,4.09,6.29,0.99,easy
303,atlas,4.09,1.97,1.0,easy
1062,clasp,4.09,1.96,1.0,easy
970,chasm,4.09,1.4,0.99,easy
963,chaps,4.09,16.59,0.98,easy
4771,ruled,4.09,4.17,0.99,easy
4884,scalp,4.09,6.86,0.96,easy
5040,shiny,4.09,6.11,1.0,easy
2473,gutsy,4.09,1.31,1.0,easy
305,atoll,4.09,1.84,1.0,easy
317,augur,4.09,4.34,1.0,easy
1004,chips,4.09,5.11,1.0,easy
1672,dusty,4.09,5.78,0.99,easy
6089,veins,4.09,74.42,1.0,easy
2802,inlet,4.09,2.72,1.0,easy
2734,husky,4.09,4.39,1.0,easy
6338,windy,4.09,6.66,0.99,easy
2783,inapt,4.09,1.18,1.0,easy
2996,keogh,4.09,1.43,1.0,easy
36,acrid,4.09,2.78,1.0,easy
4286,poise,4.09,13.28,0.98,easy
4491,rabbi,4.09,5.26,1.0,easy
72,aesop,4.09,3.72,1.0,easy
157,alsop,4.1,1.95,0.98,easy
4356,priam,4.1,3.52,0.95,easy
5347,spies,4.1,11.04,1.0,easy
1029,churn,4.1,1.45,1.0,easy
2806,input,4.1,1.34,1.0,easy
5582,syrup,4.1,3.31,1.0,easy
313,audit,4.1,1.57,1.0,easy
1341,dairy,4.1,3.54,0.99,easy
4046,pagan,4.1,9.75,0.99,easy
4741,round,4.1,10.8,0.94,easy
2098,forth,4.1,5.64,1.0,easy
5894,tries,4.1,5.82,0.96,easy
933,cavil,4.1,4.43,0.98,easy
781,bulge,4.1,2.47,1.0,easy
5831,tooth,4.1,4.52,1.0,easy
2587,helot,4.1,1.41,1.0,easy
2597,herbs,4.1,8.65,0.99,easy
4907,score,4.1,5.15,0.99,easy
3959,oldie,4.1,1.77,1.0,easy
1829,ethel,4.1,4.4,1.0,easy
4872,savor,4.1,5.15,0.96,easy
3946,ogden,4.1,1.88,1.0,easy
1268,crisp,4.1,2.48,1.0,easy
980,cheri,4.1,1.78,1.0,easy
3923,obeys,4.1,6.1,0.99,easy
3777,naiad,4.1,2.21,1.0,easy
2445,guess,4.1,7.83,0.99,easy
2423,groin,4.1,1.87,1.0,easy
1265,cries,4.1,5.66,0.98,easy
1684,dyson,4.1,1.57,1.0,easy
4822,saiph,4.1,1.62,0.99,easy
4053,pains,4.1,12.05,0.96,easy
3850,ninth,4.1,5.16,0.99,easy
4956,selim,4.1,1.89,1.0,easy
3856,nitro,4.1,6.95,0.99,easy
1970,fifty,4.1,8.18,1.0,easy
2557,hbase,4.1,1.27,0.99,easy
5286,songs,4.1,12.82,0.97,easy
5298,sorta,4.1,1.32,0.98,easy
5303,souls,4.1,6.97,0.99,easy
232,apish,4.1,1.73,1.0,easy
1151,comdr,4.1,1.39,1.0,easy
4635,rhoda,4.1,1.29,1.0,easy
156,alpha,4.1,3.84,0.99,easy
1867,exult,4.1,2.79,1.0,easy
596,block,4.1,2.91,1.0,easy
753,brood,4.1,4.24,1.0,easy
1715,edict,4.1,2.03,1.0,easy
6117,viand,4.1,1.79,1.0,easy
6082,vedas,4.1,2.49,0.99,easy
5189,sloop,4.11,3.85,0.99,easy
3107,lamps,4.11,11.16,0.96,easy
1632,dubai,4.11,1.49,1.0,easy
1667,duroc,4.11,1.8,0.99,easy
1380,davis,4.11,5.53,0.98,easy
4157,pepsi,4.11,1.75,1.0,easy
2825,irked,4.11,1.13,0.99,easy
4671,ripen,4.11,6.97,1.0,easy
4678,rites,4.11,9.61,0.96,easy
4689,roach,4.11,2.89,1.0,easy
223,antsy,4.11,1.56,1.0,easy
5169,sleek,4.11,2.45,1.0,easy
2558,hdqrs,4.11,1.35,1.0,easy
5488,stuck,4.11,5.98,1.0,easy
5493,stung,4.11,5.34,0.96,easy
2392,grass,4.11,18.76,0.99,easy
1251,creep,4.11,14.61,0.99,easy
2444,gucci,4.11,1.67,1.0,easy
2432,growl,4.11,2.33,0.98,easy
1358,dante,4.11,3.74,1.0,easy
3706,motto,4.11,6.76,1.0,easy
5694,terra,4.11,3.04,1.0,easy
2324,gnash,4.11,2.66,0.98,easy
5952,turbo,4.11,1.24,1.0,easy
5833,topaz,4.11,22.01,0.99,easy
1330,cyril,4.11,1.84,0.99,easy
1959,fiche,4.11,1.42,1.0,easy
2097,forte,4.11,4.72,1.0,easy
2066,flute,4.11,3.26,1.0,easy
1076,clime,4.11,4.27,0.99,easy
3048,knish,4.11,1.3,1.0,easy
4510,rainy,4.11,2.92,1.0,easy
4944,sedna,4.11,1.84,1.0,easy
1319,curve,4.11,16.81,1.0,easy
2927,jonas,4.11,8.04,0.98,easy
6056,utica,4.11,1.18,1.0,easy
3834,niche,4.11,2.24,1.0,easy
6026,unlit,4.11,1.46,1.0,easy
5460,stole,4.11,5.7,0.99,easy
2805,inonu,4.11,2.22,1.0,easy
271,artie,4.11,1.63,0.99,easy
1590,drake,4.11,68.72,0.97,easy
1439,demur,4.11,3.06,1.0,easy
2918,joint,4.12,2.87,1.0,easy
5314,space,4.12,5.27,0.98,easy
2942,judas,4.12,12.29,1.0,easy
138,alive,4.12,71.71,0.98,easy
139,alkyd,4.12,1.37,0.99,easy
119,album,4.12,1.49,1.0,easy
1591,drama,4.12,6.56,0.98,easy
2759,idaho,4.12,1.45,1.0,easy
5981,twins,4.12,5.12,0.99,easy
166,amado,4.12,2.81,1.0,easy
5992,typos,4.12,2.23,1.0,easy
2694,hosts,4.12,9.04,0.99,easy
3698,mossy,4.12,4.2,0.98,easy
5185,sloan,4.12,1.45,1.0,easy
5057,shops,4.12,70.8,0.99,easy
3561,merge,4.12,8.71,1.0,easy
1736,elder,4.12,7.73,1.0,easy
620,boast,4.12,5.99,0.99,easy
2407,greta,4.12,2.24,1.0,easy
203,anhui,4.12,3.39,1.0,easy
3863,nobly,4.12,7.99,0.98,easy
4981,setup,4.12,1.39,1.0,easy
6108,verse,4.12,6.49,0.99,easy
4969,septa,4.12,1.78,1.0,easy
221,antis,4.12,2.35,0.99,easy
5552,sweet,4.12,4.09,0.99,easy
341,awoke,4.12,3.05,1.0,easy
903,cargo,4.12,4.29,0.98,easy
763,brunt,4.12,1.66,1.0,easy
4012,outer,4.12,7.46,0.98,easy
3935,octet,4.12,1.76,1.0,easy
5878,treat,4.12,5.38,1.0,easy
5892,tried,4.12,7.35,0.98,easy
5780,timur,4.12,1.27,0.99,easy
