,answer,n_tries,last_n_choices,won,difficulty_level
6466,yokes,5.57,6.93,0.66,hard
5145,skits,5.57,1.89,0.74,hard
3682,moped,5.57,1.98,0.77,hard
3120,lards,5.57,1.78,0.75,hard
6115,vexes,5.57,2.83,0.76,hard
2469,gussy,5.57,2.49,0.74,hard
3485,marva,5.58,1.65,0.81,hard
4267,plows,5.58,2.02,0.78,hard
4041,packs,5.58,4.79,0.72,hard
1918,fawns,5.58,2.22,0.76,hard
5816,tomes,5.58,1.46,0.8,hard
3637,mitty,5.58,2.0,0.78,hard
1175,coons,5.58,2.65,0.78,hard
4410,pules,5.58,2.16,0.76,hard
1310,curer,5.58,1.58,0.78,hard
2874,javas,5.58,1.75,0.72,hard
1525,dodos,5.59,2.07,0.79,hard
2894,jetty,5.59,1.95,0.79,hard
1542,domes,5.59,3.46,0.75,hard
3340,lours,5.59,2.19,0.67,hard
4505,rages,5.59,6.47,0.75,hard
6500,zippy,5.59,2.23,0.77,hard
4163,perks,5.59,2.5,0.8,hard
561,blabs,5.59,2.11,0.77,hard
4649,rifer,5.59,3.18,0.73,hard
2993,kelly,5.59,2.0,0.66,hard
801,burgs,5.59,2.42,0.62,hard
2861,jammy,5.59,2.47,0.8,hard
804,burks,5.59,2.95,0.77,hard
4171,pervs,5.6,1.99,0.71,hard
1540,dolts,5.6,2.23,0.7,hard
2348,gongs,5.6,5.17,0.79,hard
6223,warms,5.6,2.02,0.73,hard
3715,mover,5.6,2.2,0.72,hard
876,caned,5.6,1.93,0.75,hard
5859,toyed,5.61,8.28,0.77,hard
3428,mains,5.61,2.18,0.75,hard
3157,leafs,5.61,1.41,0.69,hard
6345,wiper,5.61,67.31,0.68,hard
3746,mushy,5.61,2.11,0.75,hard
5155,slags,5.61,2.16,0.79,hard
2711,huffs,5.62,1.89,0.79,hard
435,batty,5.62,2.26,0.74,hard
1468,dices,5.62,2.11,0.71,hard
2615,hiker,5.62,2.25,0.67,hard
4200,piked,5.62,1.78,0.76,hard
3149,laxly,5.62,2.97,0.77,hard
1892,famed,5.62,6.94,0.7,hard
6216,wanks,5.63,1.68,0.76,hard
6266,welly,5.63,2.48,0.75,hard
4332,potts,5.63,1.78,0.81,hard
3089,laded,5.63,3.07,0.76,hard
3125,larry,5.63,2.06,0.7,hard
5602,taker,5.63,3.55,0.71,hard
2607,hexes,5.63,2.31,0.74,hard
4401,pucks,5.63,2.87,0.72,hard
1087,clogs,5.63,2.15,0.73,hard
1467,diced,5.64,2.38,0.73,hard
4532,raper,5.64,1.79,0.71,hard
6361,wolds,5.64,1.54,0.7,hard
2347,goner,5.64,2.31,0.69,hard
1496,dippy,5.64,2.04,0.76,hard
646,boner,5.64,2.76,0.75,hard
401,bared,5.65,4.67,0.67,hard
404,barfs,5.65,2.14,0.66,hard
5017,shays,5.65,1.86,0.8,hard
5419,starr,5.65,1.83,0.76,hard
4561,reals,5.65,2.01,0.71,hard
1216,cowls,5.65,2.31,0.73,hard
5164,slats,5.65,2.49,0.69,hard
2189,gaffs,5.65,1.67,0.7,hard
2472,gusty,5.65,2.15,0.71,hard
392,bandy,5.65,1.93,0.73,hard
850,caged,5.65,3.26,0.73,hard
2659,homed,5.66,1.53,0.76,hard
1193,corms,5.66,1.87,0.73,hard
6183,waded,5.66,6.5,0.69,hard
2356,goofs,5.66,1.56,0.79,hard
6478,yules,5.66,2.05,0.71,hard
1887,faker,5.66,2.13,0.74,hard
5760,tided,5.66,1.68,0.74,hard
6320,wight,5.66,7.09,0.63,hard
5701,tests,5.67,5.33,0.73,hard
1382,dawes,5.67,1.93,0.66,hard
6258,wefts,5.67,1.96,0.69,hard
3801,naves,5.67,2.86,0.71,hard
4668,rinks,5.67,2.08,0.76,hard
5621,tangs,5.68,1.87,0.7,hard
4320,pores,5.68,3.77,0.62,hard
357,babes,5.68,14.39,0.64,hard
5459,stoke,5.68,1.29,0.71,hard
2480,haber,5.68,1.86,0.64,hard
2957,junks,5.68,3.82,0.73,hard
6206,wales,5.68,15.64,0.68,hard
5282,solos,5.68,1.92,0.72,hard
3952,oinks,5.68,2.35,0.7,hard
1599,drays,5.68,1.99,0.76,hard
2179,fuses,5.68,2.24,0.76,hard
2268,gibed,5.69,2.03,0.65,hard
3665,mommy,5.69,2.36,0.76,hard
6221,wares,5.69,7.2,0.67,hard
2204,gammy,5.69,2.2,0.76,hard
3750,musts,5.69,2.0,0.7,hard
4513,raked,5.69,5.27,0.65,hard
1977,fills,5.69,8.01,0.69,hard
1671,dusts,5.69,1.84,0.74,hard
3093,lager,5.69,1.73,0.73,hard
1120,cocks,5.69,5.24,0.7,hard
4849,sappy,5.7,1.95,0.64,hard
5842,torts,5.7,1.38,0.74,hard
4582,reels,5.7,1.5,0.79,hard
2107,fours,5.7,1.91,0.63,hard
1827,estes,5.7,1.54,0.74,hard
3734,mummy,5.7,3.81,0.74,hard
3105,lamer,5.7,1.68,0.68,hard
2610,hider,5.7,5.36,0.66,hard
2385,grams,5.7,2.55,0.72,hard
1479,dikes,5.7,6.67,0.72,hard
3654,moils,5.71,2.32,0.6,hard
1373,dater,5.71,2.19,0.67,hard
4215,pinks,5.71,5.24,0.69,hard
5615,tammy,5.71,2.3,0.73,hard
3439,mamas,5.71,2.28,0.78,hard
2953,jumps,5.71,4.13,0.72,hard
5534,swags,5.71,2.36,0.74,hard
3257,lints,5.71,1.77,0.78,hard
340,awing,5.71,2.18,0.65,hard
6495,zincs,5.71,2.43,0.68,hard
2502,haler,5.72,1.98,0.71,hard
853,cains,5.72,1.71,0.71,hard
888,caper,5.72,2.95,0.7,hard
5965,tuxes,5.72,1.71,0.72,hard
1894,fangs,5.72,5.67,0.7,hard
2207,gangs,5.72,3.7,0.65,hard
6245,wears,5.72,9.77,0.61,hard
4079,paras,5.72,1.95,0.76,hard
794,bunks,5.72,2.17,0.68,hard
6233,watts,5.72,1.44,0.75,hard
5809,toked,5.73,2.44,0.7,hard
550,biped,5.73,1.63,0.69,hard
5475,stowe,5.73,1.7,0.65,hard
3707,moues,5.73,71.19,0.65,hard
498,benny,5.73,1.84,0.72,hard
3348,lowed,5.74,1.8,0.69,hard
1538,dolly,5.74,2.6,0.68,hard
4307,pooed,5.74,2.38,0.73,hard
645,boned,5.74,2.16,0.72,hard
4313,poops,5.74,2.0,0.74,hard
1064,claus,5.74,2.1,0.62,hard
3369,lully,5.74,1.87,0.72,hard
1644,duffs,5.74,2.37,0.75,hard
2900,jiffs,5.75,2.27,0.75,hard
6084,veers,5.75,10.63,0.67,hard
3681,moots,5.75,2.08,0.72,hard
4949,seeps,5.75,3.69,0.74,hard
3446,mandy,5.75,1.69,0.72,hard
3210,lexer,5.75,2.07,0.72,hard
4708,roger,5.75,2.31,0.7,hard
788,bumps,5.75,4.07,0.67,hard
1230,crams,5.75,2.59,0.66,hard
6073,vaped,5.76,1.52,0.65,hard
492,belts,5.76,2.78,0.64,hard
1240,craws,5.76,3.42,0.65,hard
4202,pikes,5.76,2.24,0.75,hard
2199,gamed,5.76,1.79,0.72,hard
6357,wived,5.77,2.28,0.72,hard
3013,kills,5.77,24.24,0.61,hard
3008,kicks,5.77,4.76,0.69,hard
5811,tokes,5.77,2.06,0.64,hard
1938,felts,5.77,16.04,0.66,hard
2572,heeds,5.77,1.5,0.62,hard
877,caner,5.77,3.14,0.69,hard
1234,craps,5.77,1.83,0.67,hard
2157,fucks,5.77,2.32,0.76,hard
769,buber,5.77,1.81,0.72,hard
2875,jawed,5.78,7.53,0.69,hard
2026,flays,5.78,1.67,0.74,hard
2085,foods,5.78,1.62,0.67,hard
5115,sires,5.78,3.12,0.67,hard
2608,hicks,5.78,2.54,0.7,hard
3661,moles,5.78,8.17,0.6,hard
1985,fined,5.78,2.51,0.66,hard
3517,mazes,5.78,14.65,0.63,hard
2525,harks,5.78,1.59,0.67,hard
2609,hided,5.78,2.62,0.67,hard
2994,kenny,5.78,1.8,0.65,hard
6268,welts,5.79,2.78,0.68,hard
3757,muzzy,5.79,1.84,0.74,hard
437,bauer,5.79,1.71,0.63,hard
406,barks,5.8,1.63,0.71,hard
5651,tatty,5.8,2.34,0.71,hard
6468,yonks,5.8,2.21,0.61,hard
812,burrs,5.81,2.56,0.62,hard
3408,maced,5.81,2.78,0.71,hard
5307,sours,5.81,2.24,0.63,hard
2170,funks,5.81,2.48,0.64,hard
4098,pasts,5.81,2.63,0.73,hard
1187,corer,5.81,3.32,0.71,hard
3725,muffs,5.81,1.95,0.71,hard
6330,willy,5.81,2.0,0.61,hard
5167,slays,5.81,2.76,0.67,hard
6203,wakes,5.82,6.97,0.71,hard
1908,fates,5.82,7.49,0.62,hard
3622,mints,5.82,1.87,0.74,hard
3616,minis,5.82,1.67,0.71,hard
4664,rimes,5.82,2.63,0.65,hard
5628,taped,5.82,2.03,0.72,hard
4747,rover,5.82,2.88,0.68,hard
4048,pager,5.83,2.49,0.71,hard
1200,cotes,5.83,2.46,0.68,hard
650,bonks,5.83,2.18,0.7,hard
660,boons,5.83,2.04,0.67,hard
4731,roper,5.83,2.39,0.69,hard
1575,dower,5.83,1.85,0.68,hard
3611,mined,5.83,1.97,0.65,hard
1904,fasts,5.83,4.75,0.69,hard
4857,sassy,5.83,3.08,0.65,hard
6339,wined,5.84,2.36,0.64,hard
2887,jerks,5.84,2.56,0.7,hard
1242,craze,5.85,1.49,0.68,hard
3370,lulus,5.85,2.49,0.66,hard
2377,grabs,5.85,2.39,0.72,hard
3796,natch,5.85,1.9,0.6,hard
4265,plops,5.85,2.13,0.7,hard
4543,rates,5.85,3.4,0.67,hard
538,biker,5.86,1.91,0.62,hard
2275,gills,5.86,4.04,0.65,hard
5158,slams,5.86,2.34,0.65,hard
697,bozos,5.86,1.28,0.67,hard
6346,wipes,5.86,1.61,0.67,hard
3492,mated,5.86,3.62,0.56,hard
2087,foots,5.86,3.23,0.68,hard
1881,fails,5.86,4.05,0.64,hard
4047,paged,5.87,3.3,0.66,hard
5005,shane,5.87,1.26,0.57,hard
3593,miked,5.87,2.09,0.71,hard
5658,taxes,5.87,2.86,0.71,hard
6511,zulus,5.88,4.21,0.66,hard
4305,pongs,5.88,2.03,0.68,hard
4994,shags,5.88,2.43,0.65,hard
2634,hived,5.88,2.33,0.65,hard
2501,haled,5.89,3.35,0.71,hard
1236,crass,5.89,1.52,0.65,hard
2665,honed,5.89,1.92,0.67,hard
2344,golly,5.89,3.16,0.62,hard
4056,paled,5.89,2.76,0.66,hard
1921,fayer,5.9,4.03,0.62,hard
558,bitty,5.9,1.78,0.58,hard
427,baste,5.9,1.26,0.54,hard
4642,rices,5.9,1.64,0.65,hard
4738,roues,5.9,2.74,0.54,hard
2877,jazzy,5.9,2.12,0.68,hard
6244,weans,5.91,1.73,0.6,hard
5612,tames,5.91,3.26,0.64,hard
4419,punks,5.91,2.12,0.6,hard
2909,jinny,5.91,2.65,0.64,hard
2938,joyed,5.91,3.4,0.58,hard
456,beaus,5.92,1.39,0.6,hard
2341,golds,5.92,1.58,0.61,hard
4980,setts,5.92,1.8,0.68,hard
343,axing,5.92,2.56,0.65,hard
6243,weals,5.93,2.01,0.58,hard
878,canes,5.93,3.89,0.61,hard
1218,coxes,5.93,5.94,0.65,hard
889,capes,5.93,6.19,0.62,hard
5081,sicks,5.93,3.08,0.69,hard
2669,honks,5.93,2.53,0.66,hard
3721,mucks,5.93,2.17,0.63,hard
6504,zoned,5.94,5.5,0.7,hard
2649,hoked,5.94,6.48,0.63,hard
1374,dates,5.94,6.1,0.61,hard
5846,toted,5.94,2.1,0.7,hard
3255,lings,5.94,7.45,0.67,hard
1210,coves,5.94,2.52,0.64,hard
695,boyer,5.94,2.14,0.68,hard
5792,titch,5.95,2.24,0.58,hard
1652,dumps,5.95,2.55,0.65,hard
2632,hires,5.95,2.41,0.58,hard
932,caves,5.95,6.59,0.62,hard
1127,codes,5.95,2.22,0.68,hard
467,beers,5.95,3.81,0.58,hard
3190,lends,5.95,2.97,0.63,hard
639,bolls,5.95,1.97,0.69,hard
5795,titty,5.96,2.09,0.6,hard
1564,dotes,5.96,5.24,0.63,hard
2396,grays,5.96,2.37,0.67,hard
3028,kites,5.96,4.11,0.56,hard
2547,hawed,5.96,2.32,0.62,hard
3550,memes,5.96,3.69,0.67,hard
3104,lamed,5.97,2.14,0.6,hard
3604,milts,5.97,3.08,0.68,hard
2121,frays,5.97,1.82,0.62,hard
1974,filer,5.97,2.3,0.68,hard
2195,gales,5.97,5.47,0.61,hard
931,caver,5.98,2.94,0.65,hard
2721,humps,5.98,2.69,0.6,hard
5128,sizes,5.98,5.13,0.66,hard
4874,savvy,5.98,2.07,0.59,hard
2092,fores,5.98,2.32,0.62,hard
379,baled,5.98,1.77,0.61,hard
1470,dicks,5.99,2.28,0.67,hard
6146,vises,5.99,1.94,0.64,hard
3659,molds,6.0,2.07,0.62,hard
1478,diked,6.0,2.17,0.66,hard
3605,mimed,6.0,2.79,0.62,hard
1729,eider,6.0,1.75,0.62,hard
530,bides,6.0,1.82,0.6,hard
770,bucks,6.01,2.98,0.62,hard
6165,voles,6.01,1.7,0.55,hard
6480,yummy,6.01,2.3,0.68,hard
1535,doled,6.01,1.72,0.65,hard
3849,ninny,6.02,2.63,0.57,hard
89,aging,6.02,2.66,0.6,hard
2269,gibes,6.02,2.19,0.65,hard
3505,maxed,6.02,2.06,0.65,hard
1994,firer,6.02,8.35,0.63,hard
2890,jerry,6.02,3.98,0.63,hard
4725,rooks,6.03,1.26,0.61,hard
4551,rawer,6.03,1.94,0.6,hard
3594,mikes,6.04,2.8,0.64,hard
1355,danes,6.04,2.47,0.61,hard
3626,mires,6.04,2.45,0.57,hard
4995,shahs,6.04,2.76,0.61,hard
655,booed,6.05,2.38,0.59,hard
1433,dells,6.05,2.04,0.64,hard
2075,foils,6.05,1.77,0.63,hard
4812,safes,6.05,3.28,0.58,hard
2878,jeans,6.05,2.07,0.64,hard
3904,nulls,6.06,3.25,0.61,hard
6472,yowls,6.06,1.8,0.53,hard
1178,coots,6.06,1.99,0.63,hard
5517,sumps,6.07,2.94,0.63,hard
3664,molts,6.07,2.47,0.62,hard
3602,mills,6.07,5.14,0.65,hard
1551,doped,6.07,2.95,0.63,hard
1878,faffs,6.07,2.9,0.66,hard
653,boobs,6.07,1.47,0.66,hard
1044,cites,6.07,2.45,0.53,hard
1241,crays,6.08,2.93,0.6,hard
1372,dated,6.08,2.64,0.62,hard
6325,wiled,6.08,1.92,0.6,hard
3633,mitch,6.08,2.48,0.6,hard
2211,gapes,6.09,2.46,0.55,hard
2561,heals,6.09,1.46,0.56,hard
3625,mired,6.09,2.96,0.62,hard
2254,gents,6.09,2.76,0.54,hard
4957,sells,6.1,3.7,0.58,hard
2538,hater,6.11,2.55,0.6,hard
3582,micks,6.11,2.39,0.61,hard
4495,racer,6.11,2.8,0.57,hard
2163,fulls,6.11,2.21,0.58,hard
4514,rakes,6.11,4.37,0.6,hard
925,cater,6.11,3.11,0.51,hard
2614,hiked,6.12,3.18,0.61,hard
2948,jules,6.12,1.72,0.62,hard
4117,payed,6.12,3.22,0.53,hard
4083,parer,6.12,2.7,0.58,hard
2921,joker,6.12,13.13,0.54,hard
857,caked,6.13,1.94,0.54,hard
2003,fiver,6.13,1.66,0.65,hard
719,braze,6.14,1.6,0.57,hard
773,buffs,6.14,1.96,0.62,hard
2276,gilts,6.14,2.95,0.66,hard
5696,terry,6.14,1.7,0.61,hard
2642,hocks,6.15,1.83,0.6,hard
4340,poxes,6.15,5.34,0.65,hard
1536,doles,6.16,2.24,0.47,hard
429,bated,6.16,4.76,0.57,hard
670,borer,6.16,1.95,0.58,hard
2873,jaunt,6.16,2.27,0.59,hard
649,bongs,6.17,2.06,0.61,hard
4546,raved,6.17,3.03,0.56,hard
5099,silts,6.17,2.51,0.64,hard
4816,sages,6.18,6.68,0.6,hard
3676,mooed,6.18,2.37,0.59,hard
3718,mowed,6.18,2.55,0.57,hard
6444,yawed,6.18,2.03,0.54,hard
2567,heats,6.18,2.91,0.58,hard
1164,coned,6.19,3.46,0.6,hard
6205,waled,6.19,2.2,0.54,hard
6078,vasts,6.19,3.65,0.55,hard
1180,coped,6.2,3.05,0.57,hard
5657,taxer,6.2,2.37,0.58,hard
4846,sangs,6.2,1.87,0.54,hard
3324,lopes,6.2,2.29,0.55,hard
4713,roles,6.2,2.87,0.57,hard
4718,romes,6.2,9.59,0.5,hard
1335,daces,6.21,2.37,0.52,hard
2220,gated,6.21,1.67,0.53,hard
2626,hings,6.21,2.01,0.54,hard
3106,lames,6.21,2.88,0.61,hard
6098,vents,6.21,2.98,0.52,hard
2240,gazes,6.21,3.19,0.6,hard
2358,gooks,6.22,2.07,0.57,hard
2657,holly,6.23,2.86,0.57,hard
6083,veeps,6.23,2.76,0.58,hard
411,barry,6.23,2.7,0.5,hard
2214,garry,6.23,1.91,0.49,hard
5633,tared,6.23,2.48,0.66,hard
3663,molly,6.24,2.18,0.57,hard
2698,hound,6.24,1.58,0.47,hard
886,caped,6.24,3.2,0.54,hard
2870,jared,6.24,7.92,0.52,hard
6074,vapes,6.25,2.24,0.53,hard
5832,toots,6.25,2.64,0.51,hard
1958,fiber,6.25,3.35,0.59,hard
2616,hikes,6.25,2.68,0.59,hard
3016,kilts,6.25,5.41,0.59,hard
3091,lades,6.25,2.61,0.59,hard
3148,laxer,6.25,2.38,0.56,hard
3145,laved,6.25,2.06,0.58,hard
4871,saves,6.26,8.09,0.58,hard
6453,yells,6.26,4.52,0.49,hard
6314,wicks,6.27,3.03,0.6,hard
4149,pends,6.27,2.65,0.59,hard
2197,galls,6.27,3.56,0.52,hard
6181,wacks,6.27,2.69,0.55,hard
353,baaed,6.27,4.16,0.58,hard
638,boles,6.27,1.74,0.55,hard
1926,feats,6.28,3.14,0.53,hard
1219,coyer,6.28,1.84,0.52,hard
394,bangs,6.28,2.35,0.56,hard
442,bayer,6.28,3.57,0.61,hard
537,biked,6.29,6.54,0.53,hard
5424,stats,6.29,2.21,0.51,hard
6240,waxes,6.3,4.99,0.59,hard
3640,mixer,6.3,1.56,0.51,hard
546,binds,6.31,2.51,0.46,hard
798,burbs,6.31,2.56,0.5,hard
4685,rives,6.31,2.85,0.55,hard
2363,gores,6.32,3.65,0.59,hard
4328,poses,6.32,2.37,0.5,hard
4119,payer,6.33,2.39,0.48,hard
5166,slavs,6.33,2.71,0.46,hard
624,boded,6.33,2.69,0.56,hard
3368,lulls,6.33,3.75,0.56,hard
5630,tapes,6.33,1.49,0.5,hard
1188,cores,6.34,2.55,0.56,hard
6190,waged,6.34,1.83,0.48,hard
3684,mopes,6.36,2.25,0.47,hard
4817,saggy,6.36,1.93,0.54,hard
3238,lilts,6.36,3.3,0.59,hard
3690,mores,6.36,2.56,0.48,hard
539,bikes,6.37,14.0,0.52,hard
4807,sades,6.37,8.02,0.47,hard
4549,raver,6.37,3.55,0.6,hard
1165,cones,6.38,3.21,0.48,hard
2553,hazed,6.38,18.29,0.57,hard
3312,lolly,6.38,2.49,0.53,hard
4297,polly,6.39,2.42,0.47,hard
2880,jeers,6.39,2.79,0.49,hard
3641,mixes,6.4,3.11,0.49,hard
1903,farts,6.41,2.31,0.54,hard
693,boxer,6.41,2.47,0.54,hard
381,bales,6.41,5.23,0.5,hard
1181,copes,6.41,2.79,0.49,hard
934,cawed,6.41,2.34,0.48,hard
691,boxed,6.41,2.43,0.57,hard
6168,volts,6.42,4.3,0.45,hard
402,barer,6.42,2.46,0.6,hard
499,bents,6.42,6.65,0.55,hard
3915,oared,6.42,2.88,0.59,hard
1137,coked,6.42,3.53,0.5,hard
2482,hacks,6.42,2.47,0.5,hard
2288,gites,6.43,1.8,0.45,hard
2550,hayed,6.43,1.94,0.54,hard
3662,molls,6.44,1.95,0.5,hard
2524,hares,6.45,3.5,0.51,hard
2650,hokes,6.45,2.24,0.49,hard
4289,pokes,6.45,2.2,0.51,hard
848,cafes,6.45,2.52,0.48,hard
5848,totes,6.46,2.51,0.51,hard
4051,pails,6.47,3.13,0.56,hard
1989,finks,6.47,3.0,0.55,hard
2693,hoses,6.47,3.05,0.47,hard
2109,foxed,6.47,2.91,0.48,hard
4748,roves,6.48,4.74,0.48,hard
2925,jolts,6.48,2.89,0.5,hard
2493,hails,6.48,2.61,0.54,hard
6451,yeats,6.48,2.33,0.41,hard
1582,dozed,6.49,6.05,0.46,hard
3146,laves,6.49,2.96,0.48,hard
4533,rapes,6.49,2.88,0.44,hard
3493,mater,6.5,2.42,0.51,hard
2258,gerry,6.51,1.83,0.39,hard
4061,palls,6.51,1.65,0.47,hard
1647,dulls,6.52,4.76,0.52,hard
899,carer,6.52,2.44,0.53,hard
6185,wades,6.52,10.3,0.43,hard
5770,tills,6.52,1.83,0.61,hard
4536,rarer,6.52,4.25,0.46,hard
2910,jived,6.53,2.13,0.49,hard
6077,vases,6.53,3.52,0.48,hard
3448,manes,6.53,3.0,0.49,hard
6391,wowed,6.53,2.19,0.45,hard
6351,wises,6.53,6.02,0.47,hard
930,caved,6.53,2.21,0.49,hard
2848,jacks,6.53,2.82,0.49,hard
4659,riles,6.53,1.89,0.45,hard
6332,wilts,6.54,3.06,0.5,hard
3552,mends,6.54,2.63,0.5,hard
3311,lolls,6.54,4.3,0.47,hard
1301,culls,6.54,4.19,0.48,hard
3701,motes,6.54,2.39,0.47,hard
2986,keats,6.54,2.05,0.47,hard
428,batch,6.55,1.43,0.43,hard
2999,kerry,6.55,2.36,0.4,hard
3617,minks,6.55,2.9,0.49,hard
3916,oases,6.56,2.79,0.49,hard
3483,marts,6.56,2.38,0.52,hard
2006,fixer,6.56,2.8,0.45,hard
4281,pocks,6.56,1.7,0.52,hard
1528,doges,6.57,3.94,0.43,hard
4531,raped,6.57,2.14,0.47,hard
1481,dills,6.57,2.05,0.56,hard
3086,laces,6.58,2.31,0.53,hard
1553,dopes,6.58,2.83,0.43,hard
4304,pones,6.58,1.99,0.41,hard
6215,wanes,6.58,4.53,0.46,hard
2484,hades,6.58,2.52,0.5,hard
3304,loges,6.58,1.79,0.44,hard
2001,fitch,6.59,2.4,0.48,hard
4114,pawed,6.6,2.21,0.47,hard
3732,mulls,6.61,2.72,0.47,hard
6271,wends,6.61,2.98,0.47,hard
3425,mails,6.62,3.63,0.51,hard
3435,malls,6.62,1.39,0.51,hard
4175,pests,6.63,2.96,0.52,hard
4139,peeps,6.63,2.75,0.51,hard
2897,jibed,6.63,2.62,0.43,hard
3735,mumps,6.63,3.06,0.44,hard
1125,coded,6.63,3.05,0.5,hard
4753,rower,6.63,2.35,0.45,hard
2869,japes,6.64,3.13,0.48,hard
3409,maces,6.64,1.97,0.5,hard
6081,vaxes,6.64,2.74,0.49,hard
441,bayed,6.64,1.81,0.47,hard
4113,paves,6.64,6.58,0.5,hard
2935,jowls,6.65,2.18,0.41,hard
2974,karts,6.66,1.79,0.39,hard
2920,joked,6.67,2.36,0.49,hard
4839,sames,6.67,3.16,0.44,hard
1898,fared,6.68,7.03,0.45,hard
1171,cooed,6.69,6.62,0.48,hard
2852,jades,6.69,2.51,0.47,hard
2635,hives,6.7,1.98,0.47,hard
3065,kooks,6.7,1.7,0.4,hard
2879,jeeps,6.71,3.01,0.45,hard
1214,cowed,6.72,3.19,0.38,hard
6072,vanes,6.73,2.32,0.41,hard
5771,tilts,6.73,3.23,0.48,hard
1138,cokes,6.73,2.2,0.41,hard
5300,soses,6.73,1.7,0.45,hard
2555,hazer,6.74,2.11,0.47,hard
2217,gases,6.75,2.11,0.42,hard
2007,fixes,6.75,2.85,0.46,hard
3021,kinks,6.75,2.81,0.55,hard
2633,hitch,6.75,2.66,0.39,hard
851,cages,6.76,2.79,0.45,hard
514,bests,6.77,2.7,0.55,hard
466,beeps,6.77,3.04,0.43,hard
6096,vends,6.78,3.12,0.49,hard
1941,fends,6.78,3.86,0.42,hard
1968,fifes,6.8,5.76,0.42,hard
1967,fifer,6.8,5.01,0.42,hard
2667,hones,6.8,2.2,0.37,hard
1215,cower,6.81,1.82,0.39,hard
3153,lazed,6.81,2.51,0.45,hard
393,banes,6.82,2.11,0.41,hard
443,bayes,6.82,4.83,0.39,hard
5096,sills,6.82,2.84,0.53,hard
2552,hayes,6.82,3.1,0.44,hard
1584,dozes,6.84,3.24,0.38,hard
5781,tines,6.84,2.22,0.58,hard
2004,fives,6.84,2.07,0.44,hard
4213,pings,6.85,2.42,0.44,hard
3129,lases,6.86,3.71,0.41,hard
5117,sises,6.87,2.61,0.4,hard
4084,pares,6.87,2.19,0.44,hard
1345,dales,6.87,2.59,0.43,hard
1490,dines,6.89,68.04,0.53,hard
555,bitch,6.89,2.92,0.41,hard
6497,zings,6.9,2.98,0.39,hard
6340,wines,6.91,8.18,0.45,hard
6459,yikes,6.92,4.26,0.37,hard
4550,raves,6.93,2.61,0.37,hard
3606,mimes,6.95,2.78,0.41,hard
4206,pills,6.95,3.3,0.45,hard
1217,coxed,6.96,3.65,0.38,hard
1561,doses,6.97,2.47,0.34,hard
1886,faked,6.97,2.75,0.38,hard
4829,sales,6.98,4.27,0.43,hard
1936,fells,6.98,3.01,0.4,hard
2913,jocks,6.99,2.6,0.35,hard
5123,sixes,6.99,11.54,0.3,hard
2868,japed,6.99,1.85,0.43,hard
3919,oates,7.01,2.12,0.44,hard
2522,hared,7.01,2.67,0.47,hard
2851,jaded,7.02,1.34,0.36,hard
3154,lazes,7.03,4.82,0.33,hard
4314,popes,7.03,2.2,0.33,hard
369,bails,7.05,2.17,0.44,hard
4542,rater,7.05,2.62,0.36,hard
3417,mages,7.06,1.86,0.31,hard
5650,tater,7.07,2.7,0.4,hard
1919,faxed,7.08,1.77,0.39,hard
376,bakes,7.1,2.57,0.33,hard
1386,dazes,7.11,2.72,0.3,hard
3469,mares,7.11,3.02,0.35,hard
6226,warts,7.11,2.03,0.37,hard
6274,wests,7.13,3.53,0.44,hard
1922,fazed,7.14,2.67,0.29,hard
534,bight,7.14,1.56,0.29,hard
403,bares,7.14,2.41,0.35,hard
2904,jilts,7.16,4.76,0.38,hard
4059,pales,7.17,2.41,0.4,hard
1987,fines,7.17,4.6,0.36,hard
6195,wails,7.18,2.57,0.45,hard
2853,jails,7.19,3.26,0.35,hard
4553,razed,7.21,2.74,0.32,hard
2898,jibes,7.26,3.38,0.32,hard
4554,razes,7.26,2.38,0.3,hard
2503,hales,7.28,2.75,0.38,hard
2911,jives,7.31,1.92,0.33,hard
2498,hakes,7.31,2.25,0.29,hard
2907,jinks,7.37,3.17,0.36,hard
3976,oozed,7.38,2.65,0.31,hard
2892,jests,7.41,3.33,0.39,hard
6112,vests,7.42,3.91,0.31,hard
4102,pates,7.43,2.58,0.35,hard
3506,maxes,7.43,3.47,0.25,hard
2545,haves,7.44,3.45,0.31,hard
1947,fests,7.44,3.06,0.36,hard
2556,hazes,7.45,2.45,0.3,hard
2624,hines,7.45,3.25,0.41,hard
1888,fakes,7.46,2.33,0.21,hard
3019,kines,7.47,2.83,0.43,hard
1920,faxes,7.49,2.67,0.27,hard
3012,kikes,7.52,2.68,0.32,hard
3806,nears,7.53,2.18,0.4,hard
3977,oozes,7.55,2.39,0.21,hard
1916,faves,7.62,4.19,0.29,hard
1695,eases,7.64,6.37,0.23,hard
4128,pears,7.65,2.6,0.39,hard
5105,sines,7.66,2.99,0.41,hard
6490,zests,7.7,3.42,0.32,hard
6442,yates,7.73,2.35,0.3,hard
4082,pared,7.76,2.37,0.37,hard
2882,jells,7.76,2.23,0.2,hard
1923,fazes,7.81,2.22,0.24,hard
4565,rears,7.84,3.45,0.28,hard
4935,sears,7.88,2.53,0.36,hard
4876,saxes,7.89,2.57,0.18,hard
4861,sates,7.9,2.06,0.28,hard
4537,rares,7.9,2.91,0.2,hard
4535,rared,7.99,3.88,0.26,hard
